image_id,true_class,predicted_class,image_path
train_deer_00133,class_3,class_4,images/train/deer/deer_00133.png
train_deer_00152,class_3,class_0,images/train/deer/deer_00152.png
train_deer_00176,class_3,class_7,images/train/deer/deer_00176.png
train_deer_00177,class_3,class_6,images/train/deer/deer_00177.png
train_deer_00179,class_3,class_0,images/train/deer/deer_00179.png
train_deer_00181,class_3,class_7,images/train/deer/deer_00181.png
train_deer_00194,class_3,class_2,images/train/deer/deer_00194.png
train_deer_00200,class_3,class_2,images/train/deer/deer_00200.png
train_deer_00222,class_3,class_0,images/train/deer/deer_00222.png
train_deer_00236,class_3,class_2,images/train/deer/deer_00236.png
train_deer_00262,class_3,class_7,images/train/deer/deer_00262.png
train_deer_00264,class_3,class_7,images/train/deer/deer_00264.png
train_deer_00275,class_3,class_4,images/train/deer/deer_00275.png
train_deer_00300,class_3,class_7,images/train/deer/deer_00300.png
train_deer_00313,class_3,class_6,images/train/deer/deer_00313.png
train_deer_00319,class_3,class_0,images/train/deer/deer_00319.png
train_deer_00327,class_3,class_2,images/train/deer/deer_00327.png
train_deer_00333,class_3,class_0,images/train/deer/deer_00333.png
train_deer_00370,class_3,class_6,images/train/deer/deer_00370.png
train_dog_00009,class_4,class_2,images/train/dog/dog_00009.png
train_dog_00029,class_4,class_3,images/train/dog/dog_00029.png
train_dog_00031,class_4,class_2,images/train/dog/dog_00031.png
train_dog_00040,class_4,class_2,images/train/dog/dog_00040.png
train_dog_00042,class_4,class_0,images/train/dog/dog_00042.png
train_dog_00056,class_4,class_2,images/train/dog/dog_00056.png
train_dog_00060,class_4,class_2,images/train/dog/dog_00060.png
train_dog_00072,class_4,class_2,images/train/dog/dog_00072.png
train_dog_00075,class_4,class_7,images/train/dog/dog_00075.png
train_dog_00077,class_4,class_2,images/train/dog/dog_00077.png
train_dog_00080,class_4,class_2,images/train/dog/dog_00080.png
train_dog_00082,class_4,class_2,images/train/dog/dog_00082.png
train_dog_00098,class_4,class_2,images/train/dog/dog_00098.png
train_dog_00110,class_4,class_0,images/train/dog/dog_00110.png
train_dog_00152,class_4,class_3,images/train/dog/dog_00152.png
train_dog_00155,class_4,class_0,images/train/dog/dog_00155.png
train_dog_00168,class_4,class_2,images/train/dog/dog_00168.png
train_dog_00174,class_4,class_7,images/train/dog/dog_00174.png
train_dog_00178,class_4,class_2,images/train/dog/dog_00178.png
train_dog_00180,class_4,class_2,images/train/dog/dog_00180.png
train_dog_00183,class_4,class_2,images/train/dog/dog_00183.png
train_dog_00190,class_4,class_0,images/train/dog/dog_00190.png
train_dog_00194,class_4,class_2,images/train/dog/dog_00194.png
train_dog_00195,class_4,class_2,images/train/dog/dog_00195.png
train_dog_00201,class_4,class_2,images/train/dog/dog_00201.png
train_dog_00211,class_4,class_2,images/train/dog/dog_00211.png
train_dog_00223,class_4,class_6,images/train/dog/dog_00223.png
train_dog_00225,class_4,class_2,images/train/dog/dog_00225.png
train_dog_00226,class_4,class_2,images/train/dog/dog_00226.png
train_dog_00244,class_4,class_2,images/train/dog/dog_00244.png
train_dog_00245,class_4,class_2,images/train/dog/dog_00245.png
train_dog_00247,class_4,class_2,images/train/dog/dog_00247.png
train_dog_00255,class_4,class_2,images/train/dog/dog_00255.png
train_dog_00275,class_4,class_2,images/train/dog/dog_00275.png
train_dog_00278,class_4,class_2,images/train/dog/dog_00278.png
train_dog_00279,class_4,class_2,images/train/dog/dog_00279.png
train_dog_00284,class_4,class_2,images/train/dog/dog_00284.png
train_dog_00294,class_4,class_2,images/train/dog/dog_00294.png
train_dog_00296,class_4,class_2,images/train/dog/dog_00296.png
train_dog_00298,class_4,class_2,images/train/dog/dog_00298.png
train_dog_00301,class_4,class_3,images/train/dog/dog_00301.png
train_dog_00320,class_4,class_2,images/train/dog/dog_00320.png
train_dog_00324,class_4,class_2,images/train/dog/dog_00324.png
train_dog_00328,class_4,class_2,images/train/dog/dog_00328.png
train_dog_00334,class_4,class_3,images/train/dog/dog_00334.png
train_dog_00346,class_4,class_0,images/train/dog/dog_00346.png
train_dog_00352,class_4,class_2,images/train/dog/dog_00352.png
train_dog_00354,class_4,class_7,images/train/dog/dog_00354.png
train_dog_00358,class_4,class_2,images/train/dog/dog_00358.png
train_dog_00360,class_4,class_2,images/train/dog/dog_00360.png
train_dog_00363,class_4,class_2,images/train/dog/dog_00363.png
train_elephant_00017,class_5,class_2,images/train/elephant/elephant_00017.png
train_elephant_00186,class_5,class_9,images/train/elephant/elephant_00186.png
train_elephant_00196,class_5,class_8,images/train/elephant/elephant_00196.png
train_elephant_00281,class_5,class_8,images/train/elephant/elephant_00281.png
train_elephant_00367,class_5,class_8,images/train/elephant/elephant_00367.png
train_frog_00007,class_6,class_3,images/train/frog/frog_00007.png
train_frog_00009,class_6,class_2,images/train/frog/frog_00009.png
train_frog_00052,class_6,class_3,images/train/frog/frog_00052.png
train_frog_00064,class_6,class_0,images/train/frog/frog_00064.png
train_frog_00098,class_6,class_4,images/train/frog/frog_00098.png
train_frog_00131,class_6,class_3,images/train/frog/frog_00131.png
train_frog_00156,class_6,class_0,images/train/frog/frog_00156.png
train_frog_00157,class_6,class_0,images/train/frog/frog_00157.png
train_frog_00170,class_6,class_4,images/train/frog/frog_00170.png
train_frog_00173,class_6,class_0,images/train/frog/frog_00173.png
train_frog_00188,class_6,class_4,images/train/frog/frog_00188.png
train_frog_00221,class_6,class_3,images/train/frog/frog_00221.png
train_frog_00256,class_6,class_0,images/train/frog/frog_00256.png
train_frog_00274,class_6,class_2,images/train/frog/frog_00274.png
train_frog_00279,class_6,class_2,images/train/frog/frog_00279.png
train_frog_00281,class_6,class_3,images/train/frog/frog_00281.png
train_frog_00298,class_6,class_3,images/train/frog/frog_00298.png
train_frog_00351,class_6,class_9,images/train/frog/frog_00351.png
train_frog_00367,class_6,class_0,images/train/frog/frog_00367.png
train_horse_00000,class_7,class_3,images/train/horse/horse_00000.png
train_horse_00003,class_7,class_4,images/train/horse/horse_00003.png
train_horse_00036,class_7,class_3,images/train/horse/horse_00036.png
train_horse_00037,class_7,class_9,images/train/horse/horse_00037.png
train_horse_00046,class_7,class_4,images/train/horse/horse_00046.png
train_horse_00060,class_7,class_3,images/train/horse/horse_00060.png
train_horse_00085,class_7,class_4,images/train/horse/horse_00085.png
train_horse_00130,class_7,class_4,images/train/horse/horse_00130.png
train_horse_00136,class_7,class_3,images/train/horse/horse_00136.png
train_horse_00141,class_7,class_0,images/train/horse/horse_00141.png
train_horse_00155,class_7,class_3,images/train/horse/horse_00155.png
train_horse_00159,class_7,class_3,images/train/horse/horse_00159.png
train_horse_00186,class_7,class_3,images/train/horse/horse_00186.png
train_horse_00208,class_7,class_3,images/train/horse/horse_00208.png
train_horse_00239,class_7,class_3,images/train/horse/horse_00239.png
train_horse_00255,class_7,class_3,images/train/horse/horse_00255.png
train_horse_00289,class_7,class_0,images/train/horse/horse_00289.png
train_horse_00330,class_7,class_2,images/train/horse/horse_00330.png
train_horse_00345,class_7,class_0,images/train/horse/horse_00345.png
train_horse_00350,class_7,class_3,images/train/horse/horse_00350.png
train_horse_00362,class_7,class_2,images/train/horse/horse_00362.png
train_horse_00364,class_7,class_3,images/train/horse/horse_00364.png
train_sheep_00077,class_8,class_3,images/train/sheep/sheep_00077.png
train_sheep_00126,class_8,class_3,images/train/sheep/sheep_00126.png
train_sheep_00144,class_8,class_2,images/train/sheep/sheep_00144.png
train_sheep_00200,class_8,class_5,images/train/sheep/sheep_00200.png
train_sheep_00201,class_8,class_5,images/train/sheep/sheep_00201.png
train_sheep_00276,class_8,class_5,images/train/sheep/sheep_00276.png
train_sheep_00319,class_8,class_2,images/train/sheep/sheep_00319.png
train_spider_00030,class_9,class_1,images/train/spider/spider_00030.png
train_spider_00041,class_9,class_1,images/train/spider/spider_00041.png
train_spider_00113,class_9,class_0,images/train/spider/spider_00113.png
train_spider_00118,class_9,class_3,images/train/spider/spider_00118.png
train_spider_00137,class_9,class_1,images/train/spider/spider_00137.png
train_spider_00154,class_9,class_1,images/train/spider/spider_00154.png
train_spider_00162,class_9,class_1,images/train/spider/spider_00162.png
train_spider_00237,class_9,class_1,images/train/spider/spider_00237.png
train_spider_00240,class_9,class_1,images/train/spider/spider_00240.png
train_spider_00245,class_9,class_1,images/train/spider/spider_00245.png
train_spider_00276,class_9,class_5,images/train/spider/spider_00276.png
train_spider_00289,class_9,class_0,images/train/spider/spider_00289.png
train_spider_00330,class_9,class_1,images/train/spider/spider_00330.png
