image_id,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80,color_81,color_82,color_83,color_84,color_85,color_86,color_87,color_88,color_89,color_90,color_91,color_92,color_93,color_94,color_95
train_bird_00010,0.000000,0.000000,0.000000,0.000000,0.005615,0.005127,0.004395,0.007568,0.013428,0.022217,0.031982,0.033691,0.050293,0.049072,0.048584,0.060547,0.057861,0.042725,0.032227,0.026123,0.029297,0.035156,0.025635,0.031006,0.030029,0.027344,0.021973,0.033936,0.038574,0.043213,0.053711,0.138672,0.000000,0.003662,0.004883,0.004639,0.007324,0.015869,0.022705,0.020752,0.020996,0.017090,0.021240,0.033447,0.038818,0.036133,0.043457,0.049316,0.063965,0.037598,0.027832,0.026367,0.026123,0.025635,0.028809,0.031250,0.030762,0.027100,0.023682,0.028564,0.043945,0.045410,0.052490,0.140137,0.006348,0.004150,0.004639,0.004395,0.017578,0.025879,0.020996,0.021973,0.027588,0.040039,0.044434,0.045166,0.059570,0.047852,0.043945,0.034180,0.021484,0.023682,0.019775,0.025879,0.029785,0.027100,0.020996,0.026611,0.021973,0.018799,0.025391,0.029053,0.034912,0.043213,0.047363,0.135254
train_bird_00011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000977,0.195312,0.152832,0.071045,0.052246,0.033447,0.029053,0.029785,0.041260,0.041260,0.046143,0.048340,0.057373,0.064209,0.044678,0.032471,0.014893,0.018555,0.009277,0.005615,0.006836,0.003906,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001221,0.267334,0.141113,0.061279,0.050049,0.044434,0.056641,0.048828,0.053467,0.065918,0.067139,0.044434,0.027832,0.023682,0.014404,0.011963,0.010986,0.004883,0.001221,0.001465,0.001709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005371,0.148926,0.211914,0.123047,0.063965,0.068115,0.061523,0.053955,0.069336,0.057861,0.035889,0.024902,0.016602,0.011963,0.008789,0.003418,0.006104,0.003906,0.003662,0.005127,0.003662,0.003418,0.003418,0.004150,0.000977,0.000000
train_bird_00012,0.015137,0.047363,0.080078,0.083008,0.088379,0.082275,0.040527,0.020020,0.004395,0.008301,0.006592,0.007324,0.005371,0.006348,0.007568,0.008789,0.017090,0.027100,0.036133,0.074951,0.093018,0.121338,0.098389,0.016846,0.002197,0.001221,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.006592,0.034668,0.057617,0.072510,0.063965,0.084473,0.079346,0.035889,0.030518,0.010254,0.008057,0.006592,0.009766,0.014648,0.023682,0.032227,0.075684,0.128174,0.130615,0.077881,0.012695,0.001465,0.001221,0.000732,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037109,0.135742,0.178711,0.082031,0.023682,0.014648,0.009766,0.016113,0.057373,0.089600,0.131592,0.147217,0.057373,0.010742,0.002441,0.001465,0.001221,0.000977,0.000977,0.000488,0.000244,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00013,0.000000,0.000000,0.000000,0.000000,0.004395,0.011230,0.012939,0.017334,0.189697,0.438477,0.315430,0.006592,0.003174,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003418,0.007812,0.013672,0.012207,0.007324,0.009766,0.009277,0.006348,0.008301,0.007080,0.063232,0.335938,0.327393,0.188232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001221,0.009277,0.008789,0.010742,0.009277,0.007324,0.004639,0.004883,0.003418,0.004639,0.005127,0.002686,0.004150,0.003906,0.004883,0.007080,0.005371,0.023682,0.231689,0.261475,0.312744,0.072998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00014,0.000000,0.000000,0.000000,0.000000,0.000000,0.029297,0.083252,0.059814,0.063721,0.060303,0.046875,0.034668,0.034180,0.038086,0.040771,0.038818,0.049316,0.063477,0.067383,0.075439,0.066406,0.062988,0.039795,0.033447,0.009033,0.002930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000732,0.052246,0.080811,0.082520,0.069336,0.049561,0.035400,0.036621,0.026611,0.023193,0.027344,0.038818,0.043213,0.054443,0.099365,0.109619,0.096191,0.046387,0.017090,0.009277,0.000732,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025879,0.088135,0.123047,0.155029,0.145264,0.108887,0.068848,0.040039,0.031494,0.026611,0.018799,0.017578,0.016357,0.008789,0.012207,0.044678,0.054199,0.005127,0.002686,0.003662,0.001709,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00015,0.167969,0.010742,0.009766,0.007568,0.007324,0.005859,0.005615,0.004150,0.009277,0.011475,0.008545,0.006836,0.010254,0.011719,0.015869,0.021240,0.028076,0.046143,0.054443,0.074951,0.089355,0.088623,0.081787,0.055908,0.041016,0.019775,0.015625,0.015381,0.020752,0.024658,0.021484,0.007812,0.168945,0.014404,0.013184,0.010498,0.010986,0.010010,0.009521,0.012207,0.016602,0.013184,0.017090,0.019775,0.020020,0.018799,0.018311,0.017822,0.016602,0.030029,0.073975,0.128662,0.148193,0.090088,0.042725,0.021240,0.022949,0.018311,0.009033,0.003174,0.001953,0.001465,0.000244,0.000000,0.022949,0.147705,0.019043,0.018066,0.012939,0.015381,0.017578,0.018799,0.027344,0.029541,0.027588,0.018799,0.025635,0.020020,0.026611,0.021484,0.033936,0.031006,0.024414,0.011719,0.010254,0.167969,0.211914,0.032471,0.003662,0.001953,0.000488,0.000488,0.000244,0.000000,0.000000,0.000000
train_bird_00016,0.009521,0.017090,0.024658,0.020020,0.043213,0.031738,0.140137,0.146729,0.072754,0.039795,0.044678,0.072266,0.082275,0.106445,0.083008,0.037842,0.014648,0.003418,0.003174,0.002441,0.001953,0.001709,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011475,0.015381,0.024902,0.025879,0.042725,0.059082,0.225098,0.086670,0.038330,0.042480,0.063477,0.085938,0.110352,0.088379,0.036133,0.023193,0.008301,0.003174,0.002686,0.002441,0.002441,0.001221,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017578,0.010254,0.025635,0.035156,0.060791,0.173096,0.138428,0.059814,0.048340,0.080811,0.107666,0.094727,0.052246,0.032471,0.028076,0.014160,0.006836,0.004395,0.001953,0.001953,0.001953,0.001953,0.001465,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00017,0.000000,0.000000,0.000000,0.000000,0.000977,0.002686,0.002930,0.003662,0.009033,0.010254,0.011230,0.019043,0.022949,0.038330,0.051514,0.055664,0.045410,0.039307,0.036865,0.025391,0.023926,0.022461,0.030518,0.033447,0.085938,0.139648,0.133789,0.108643,0.040527,0.005859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.002441,0.003662,0.006836,0.010010,0.011719,0.021729,0.031250,0.039062,0.068848,0.082275,0.043457,0.037842,0.025146,0.025635,0.015869,0.013672,0.012939,0.016846,0.044434,0.102051,0.153076,0.099854,0.091309,0.034668,0.004639,0.000244,0.000000,0.000000,0.000244,0.000244,0.001465,0.004395,0.006104,0.012939,0.013428,0.018555,0.044922,0.046143,0.048340,0.059570,0.059570,0.044434,0.025391,0.019775,0.011719,0.013184,0.012451,0.008545,0.009033,0.010742,0.041992,0.084229,0.119873,0.125977,0.110107,0.038330,0.008301,0.000000,0.000000
train_bird_00018,0.000000,0.000000,0.000244,0.001221,0.002197,0.007568,0.011230,0.015381,0.021973,0.024902,0.033936,0.039551,0.059570,0.076904,0.104980,0.117920,0.136719,0.104248,0.052246,0.031250,0.025879,0.020020,0.018799,0.012695,0.007568,0.006592,0.006348,0.005371,0.008057,0.006836,0.007568,0.032227,0.000000,0.000000,0.000488,0.002686,0.007324,0.015381,0.022217,0.027588,0.031982,0.046875,0.069824,0.096436,0.141602,0.167969,0.104492,0.052979,0.030273,0.023926,0.024902,0.015137,0.014893,0.010010,0.011475,0.007812,0.006348,0.004395,0.006104,0.005859,0.007568,0.005859,0.008301,0.029297,0.000000,0.000244,0.004150,0.011963,0.028320,0.044434,0.077393,0.139893,0.202393,0.129150,0.072021,0.052734,0.036377,0.036133,0.015137,0.017578,0.014648,0.010010,0.010498,0.007812,0.008301,0.005371,0.005127,0.006104,0.006348,0.004150,0.006348,0.006104,0.006104,0.005371,0.010986,0.018799
train_bird_00019,0.000000,0.005615,0.017578,0.012207,0.008301,0.006104,0.004639,0.010254,0.012207,0.016846,0.016357,0.023926,0.029785,0.037598,0.046631,0.062256,0.063721,0.062744,0.066895,0.081787,0.091797,0.103271,0.098633,0.066406,0.034180,0.013916,0.004395,0.000732,0.000244,0.000244,0.000488,0.000244,0.000000,0.004150,0.017334,0.011230,0.008789,0.008057,0.004639,0.008789,0.011230,0.013184,0.022217,0.030273,0.025391,0.031250,0.042969,0.070312,0.088135,0.129639,0.118164,0.104980,0.095459,0.074219,0.049072,0.019043,0.007812,0.001709,0.000488,0.000488,0.000244,0.000000,0.000488,0.000244,0.000000,0.003174,0.020020,0.010742,0.011719,0.020996,0.029541,0.049805,0.050293,0.067871,0.059814,0.059082,0.060303,0.062988,0.086182,0.086426,0.072266,0.075195,0.072998,0.044922,0.026367,0.015381,0.008057,0.002441,0.000244,0.001221,0.000977,0.000000,0.000244,0.000488,0.000000,0.000244
train_bird_00020,0.200195,0.063232,0.054443,0.054199,0.043457,0.031250,0.053223,0.058105,0.085449,0.066650,0.062988,0.032715,0.030029,0.019287,0.014160,0.020996,0.020020,0.014893,0.010498,0.012939,0.010742,0.005127,0.005371,0.002930,0.002197,0.004883,0.002441,0.002686,0.003418,0.007324,0.003418,0.000732,0.174805,0.099609,0.061035,0.064941,0.052002,0.054688,0.056152,0.050781,0.039062,0.023682,0.029541,0.028320,0.028564,0.022705,0.023193,0.029785,0.043945,0.031006,0.015381,0.013428,0.010498,0.007324,0.006104,0.004395,0.005371,0.002930,0.002441,0.004639,0.003174,0.005371,0.004639,0.000488,0.262695,0.079102,0.068604,0.075684,0.068359,0.042725,0.041504,0.032959,0.022705,0.020508,0.014648,0.014404,0.015625,0.013916,0.012939,0.010498,0.008301,0.011719,0.009521,0.010010,0.008789,0.010986,0.013428,0.014893,0.017334,0.023438,0.025146,0.020996,0.018066,0.009033,0.001465,0.000000
train_bird_00021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001221,0.004883,0.008789,0.021484,0.031982,0.059570,0.159424,0.265137,0.218018,0.114990,0.059814,0.026367,0.014404,0.008301,0.004150,0.000977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.001709,0.003174,0.008057,0.018555,0.029053,0.047607,0.069580,0.172363,0.268311,0.215576,0.109131,0.035400,0.013428,0.004395,0.003418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.000977,0.001221,0.006104,0.010986,0.028564,0.040527,0.041748,0.037109,0.064941,0.187256,0.266357,0.184082,0.083984,0.030029,0.009033,0.003662,0.003174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00022,0.000000,0.000488,0.004150,0.005127,0.010254,0.013672,0.016113,0.018066,0.020996,0.022461,0.029053,0.027832,0.031250,0.032471,0.032715,0.042480,0.041016,0.060547,0.072510,0.070068,0.095947,0.108643,0.092529,0.080811,0.028564,0.006104,0.007080,0.004150,0.004883,0.004639,0.007812,0.007568,0.000000,0.000000,0.004639,0.008301,0.013916,0.017334,0.015381,0.016602,0.021484,0.020996,0.022705,0.023926,0.019775,0.030273,0.023926,0.032227,0.032471,0.033936,0.034180,0.053467,0.071533,0.066895,0.091309,0.111816,0.089355,0.073730,0.039307,0.008057,0.003906,0.006592,0.005615,0.006348,0.000000,0.000977,0.006592,0.014893,0.018311,0.020996,0.016846,0.019531,0.016602,0.016602,0.018799,0.020020,0.015137,0.022461,0.026367,0.024170,0.027344,0.033203,0.032227,0.031738,0.040039,0.070801,0.064697,0.070312,0.105469,0.103027,0.090088,0.052002,0.011475,0.003174,0.002930,0.003174
train_bird_00023,0.000000,0.000000,0.000000,0.000488,0.001465,0.000732,0.004639,0.003662,0.003418,0.007812,0.012451,0.016602,0.016113,0.017334,0.021729,0.018066,0.017578,0.018311,0.018555,0.199463,0.561768,0.053711,0.004639,0.001465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001709,0.001953,0.007568,0.005859,0.010010,0.017334,0.016113,0.017822,0.017822,0.015625,0.012695,0.009521,0.009521,0.013916,0.011963,0.012695,0.011719,0.015381,0.329102,0.442871,0.018311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002197,0.007568,0.008789,0.015137,0.009766,0.012939,0.015137,0.013672,0.013672,0.009033,0.009521,0.006348,0.005615,0.007324,0.012939,0.009766,0.009277,0.008789,0.008301,0.010742,0.012695,0.037598,0.502441,0.241455,0.009277,0.000000,0.000000,0.000000
train_bird_00024,0.000732,0.018311,0.026611,0.048096,0.055176,0.053223,0.057373,0.043213,0.037109,0.032715,0.029053,0.040771,0.036377,0.032715,0.025146,0.023926,0.019043,0.021484,0.023926,0.022949,0.019531,0.021240,0.025146,0.037109,0.050781,0.055176,0.069092,0.056885,0.017090,0.000000,0.000000,0.000000,0.000000,0.002197,0.020996,0.035400,0.063721,0.053467,0.054199,0.056152,0.038086,0.038574,0.025879,0.026123,0.046387,0.042969,0.032959,0.029297,0.028320,0.025391,0.024658,0.021240,0.029053,0.035156,0.041504,0.056885,0.062256,0.055908,0.041260,0.011475,0.000488,0.000000,0.000000,0.000000,0.005371,0.062256,0.078613,0.045898,0.052490,0.048828,0.053955,0.066406,0.047119,0.042969,0.029785,0.033936,0.027588,0.018799,0.021729,0.020996,0.018799,0.018066,0.025635,0.033447,0.057373,0.062256,0.058105,0.042725,0.020996,0.005127,0.000732,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00025,0.071533,0.442627,0.111328,0.107178,0.044922,0.023438,0.020020,0.017334,0.019043,0.018311,0.013916,0.013184,0.011963,0.005859,0.013916,0.008301,0.005371,0.006104,0.005615,0.002930,0.002686,0.003174,0.003906,0.004150,0.003662,0.001465,0.002197,0.002686,0.003418,0.005127,0.002197,0.002441,0.017578,0.454834,0.158691,0.116943,0.045654,0.030518,0.023193,0.013428,0.015625,0.018311,0.010498,0.009033,0.008057,0.010010,0.011719,0.005615,0.007812,0.004395,0.001953,0.003906,0.004639,0.003418,0.003906,0.001953,0.002441,0.002930,0.002686,0.001953,0.003906,0.001953,0.002197,0.000244,0.337646,0.339355,0.113037,0.045410,0.023193,0.017578,0.016602,0.019043,0.023193,0.010010,0.009521,0.012207,0.008545,0.004639,0.003174,0.001953,0.002686,0.001953,0.001465,0.002686,0.000732,0.001221,0.001221,0.001465,0.000977,0.000488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_bird_00026,0.000000,0.000244,0.001465,0.001709,0.004395,0.014404,0.020752,0.033447,0.039551,0.046387,0.045166,0.046143,0.035400,0.033203,0.031982,0.027588,0.025635,0.026123,0.025146,0.029785,0.031250,0.037109,0.055908,0.088867,0.144775,0.134521,0.012207,0.003906,0.002686,0.000244,0.000000,0.000000,0.000000,0.000000,0.000244,0.000977,0.001465,0.003418,0.008301,0.021240,0.027832,0.040771,0.053955,0.044189,0.039551,0.041748,0.033691,0.035889,0.030762,0.029297,0.028320,0.032227,0.034912,0.037354,0.046631,0.051025,0.081787,0.118652,0.147949,0.007568,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000488,0.001953,0.010254,0.010742,0.020508,0.028076,0.039307,0.043945,0.044678,0.040527,0.035400,0.031738,0.025879,0.029785,0.028320,0.026123,0.024902,0.028564,0.030273,0.037109,0.033203,0.041016,0.052734,0.069336,0.107178,0.156738,0.001221,0.000000,0.000000
